Audit Date,Facility Reference Number,Licence Holder,Site Common Name,Latitude,Longitude,Finfish Aquaculture Management Unit,Species,Number of carcasses assessed,IHNV positive PCR results (Y/N),IPNV positive results (Y/N),ISAV positive results (Y/N),VHSV positive results (Y/N),SAV positive results (Y/N),PRSal positive results (Y/N),PMCV positive results (Y/N),Bacterial pathogens isolated by culture (number of fish),Histologic diagnosis (number of fish),Veterinary diagnosis,Conditions of Note (number of fish)
30-05-2017,234,Cermaq Canada,Dixon Bay,49.40478,-126.15072,Clayoquot Sound,Atlantic salmon (Salmo salar),7,N,N,N,N,N,N,n/a,n/a,n/a,No disease that is significant at the population level,Pigmented fungal infection (1)
30-05-2017,314,Cermaq Canada,Ross Pass,49.32437,-126.04849,Clayoquot Sound,Atlantic salmon (Salmo salar),8,N,N,N,N,N,N,N,n/a,n/a,No disease that is significant at the population level,Pigmented fungal infection (2)
31-05-2017,540,Cermaq Canada,Fortune Channel,49.23503,-125.75174,Clayoquot Sound,Atlantic salmon (Salmo salar),7,N,N,N,N,N,N,n/a,n/a,n/a,No disease that is significant at the population level,n/a
31-05-2017,1472,Cermaq Canada,West Side,49.27928,-125.83065,Clayoquot Sound,Atlantic salmon (Salmo salar),8,N,N,N,N,N,N,n/a,Aeromonas salmonicida (1); Vibrio sp. (1),Ulcerative dermatitis (1),Open. Elevated mortality without identified cause,n/a
01-06-2017,233,Creative Salmon Company,Indian Bay,49.11916,-125.72549,Clayoquot Sound,Chinook salmon (Oncorhynchus tshawytcha),8,N,N,N,N,N,N,n/a,n/a,n/a,No disease that is significant at the population level,n/a
01-06-2017,1899,Creative Salmon Company,Warne Island,49.12815,-125.74923,Clayoquot Sound,Chinook salmon (Oncorhynchus tshawytcha),1,N,N,N,N,N,N,n/a,n/a,n/a,No disease that is significant at the population level,n/a
07-06-2017,1581,Marine Harvest Canada,Hardwicke,50.41339,-125.76974,Discovery Islands,Atlantic salmon (Salmo salar),10,N,N,N,N,N,N,n/a,Psychrobacter sp. (1); Aliivribio wodanis (1),Microsporidial encephalitis (1); Renibacterium-like bacteria (1),No disease that is significant at the population level,n/a
14-06-2017,7713,Marine Harvest Canada,Cougar,52.71993,-128.57432,Central Coast,Atlantic salmon (Salmo salar),8,N,N,N,N,N,N,n/a,n/a,Ulcerative stomatitis (2),No disease that is significant at the population level,n/a
14-06-2017,7714,Marine Harvest Canada,Alexander,52.67648,-128.57494,Central Coast,Atlantic salmon (Salmo salar),3,N,N,N,N,N,N,n/a,n/a,n/a,No disease that is significant at the population level,n/a
15-06-2017,1338,Marine Harvest Canada,Mahatta East,50.474562,-127.787808,Quatsino Sound,Atlantic salmon (Salmo salar),10,N,N,N,N,N,N,n/a,n/a,Ulcerative stomatitis (1); Renibacterium-like bacteria (1),No disease that is significant at the population level,n/a
15-06-2017,144,Marine Harvest Canada,Koskimo,50.45861,-127.88988,Quatsino Sound,Atlantic salmon (Salmo salar),7,N,N,N,N,N,N,n/a,Vibrio sp. (1); Photobacterium sp. (1); Carnobacterium sp. (1),n/a,No disease that is significant at the population level,n/a
19-06-2017,1698,Grieg Seafood BC,Ahlstrom,49.7793,-124.15395,Sunshine Coast,Atlantic salmon (Salmo salar),7,N,N,N,N,N,N,n/a,Aeromonas eucrenophila (1),Systemic infection with unidentified protozoan (1),No disease that is significant at the population level,n/a
19-06-2017,1697,Grieg Seafood BC,Culloden,49.79595,-124.10162,Sunshine Coast,Atlantic salmon (Salmo salar),2,N,N,N,N,N,N,n/a,n/a,n/a,No disease that is significant at the population level,n/a
22-06-2017,871,Grieg Seafood BC,Barnes Bay,50.32437,-125.26039,Discovery Islands,Atlantic salmon (Salmo salar),9,N,N,N,N,N,N,n/a,n/a,n/a,No disease that is significant at the population level,n/a
05-07-2017,1825,Grieg Seafood BC,Noo-la,50.60799,-126.36301,Broughton Archipelago,Atlantic salmon (Salmo salar),7,N,N,N,N,N,N,n/a,n/a,n/a,No population level disease,Gill damage (5)
06-07-2017,1586,Marine Harvest Canada,Doctor Islets,50.65373,-126.28925,Broughton Archipelago,Atlantic salmon (Salmo salar),7,N,N,N,N,N,N,n/a,n/a,Renibacterium-like bacteria (4),Bacterial Kidney Disease,Gill damage (4)
06-07-2017,465,Marine Harvest Canada,Swanson,50.61871,-126.70473,Broughton Archipelago,Atlantic salmon (Salmo salar),8,N,N,N,N,N,N,n/a,Aliivibrio logei (1),Microsporidium cerebralis (brain) infection (2); Renibacterium-like bacteria (1),No population level disease,n/a
07-07-2017,820,Marine Harvest Canada,Wicklow Point,50.78659,-126.69153,Broughton Archipelago,Atlantic salmon (Salmo salar),8,N,N,N,N,N,Y,n/a,n/a,Renibacterium-like bacteria (3),No population level disease,Bacterial Kidney Disease (3)
11-07-2017,869,Cermaq Canada,Maude Island,50.85271,-126.75743,Broughton Archipelago,Atlantic salmon (Salmo salar),8,N,N,N,N,N,N,n/a,n/a,Branchial ulcer (1),No population level disease,n/a
12-07-2017,1288,Marine Harvest Canada,Doyle Island,50.81456,-127.48698,Port Hardy,Atlantic salmon (Salmo salar),5,N,N,N,N,N,N,n/a,n/a,n/a,No population level disease,n/a
12-07-2017,831,Marine Harvest Canada,Shelter Pass,50.88414,-127.5004,Port Hardy,Atlantic salmon (Salmo salar),1,N,N,N,N,N,N,n/a,n/a,n/a,No population level disease,n/a
13-07-2017,1293,Marine Harvest Canada,Duncan Island,50.8195,-127.55568,Port Hardy,Atlantic salmon (Salmo salar),8,N,N,N,N,N,N,n/a,Carnobacterium sp. (1),Furunculosis-like lesions (1),No population level disease,n/a
13-07-2017,892,Marine Harvest Canada,Bell Island,50.83242,-127.52057,Port Hardy,Atlantic salmon (Salmo salar),8,N,N,N,N,N,N,n/a,n/a,n/a,No population level disease,n/a
14-07-2017,1144,Cermaq Canada,Burdwood,50.7969,-126.49581,Broughton Archipelago,Atlantic salmon (Salmo salar),8,N,N,N,N,N,N,n/a,Aliivibrio wodanis (1),Microsporidium cerebralis (brain) infection (1),Elevated mortality - environmental factors,n/a
18-07-2017,1700,Grieg Seafood BC,Muchalat South,49.64012,-126.32735,Nootka Sound,Atlantic salmon (Salmo salar),4,N,N,N,N,N,N,N,n/a,n/a,No population level disease,Gill damage (2)
18-07-2017,1789,Grieg Seafood BC,Concepcion,49.65923,-126.47587,Nootka Sound,Atlantic salmon (Salmo salar),7,N,N,N,N,N,N,N,n/a,n/a,No population level disease,n/a
19-07-2017,1849,Grieg Seafood BC,Muchalat North,49.64394,-126.33953,Nootka Sound,Atlantic salmon (Salmo salar),3,N,N,N,N,N,N,n/a,n/a,n/a,No population level disease,n/a
26-07-2017,306,Cermaq Canada,Venture Point,50.30241,-125.33778,Discovery Islands,Atlantic salmon (Salmo salar),7,N,N,N,N,N,N,n/a,n/a,Ulcerative stomatitis (1),No population level disease,n/a
15-08-2017,1698,Grieg Seafood BC,Ahlstrom,49.7793,-124.15395,Sunshine Coast,Atlantic salmon (Salmo salar),8,N,N,N,N,N,N,n/a,n/a,n/a,No population level disease,n/a
22-08-2017,1237,Marine Harvest Canada,Monday Rocks,50.485621,-127.8761792,Quatsino Sound,Atlantic salmon (Salmo salar),8,N,N,N,N,N,N,n/a,n/a,n/a,Elevated mortality - compromised gills,n/a
22-08-2017,144,Marine Harvest Canada,Koskimo,50.45861,-127.88988,Quatsino Sound,Atlantic salmon (Salmo salar),8,N,N,N,N,N,N,n/a,n/a,n/a,Elevated mortality - compromised gills,n/a
23-08-2017,7714,Marine Harvest Canada,Alexander,52.67648,-128.57494,Central Coast,Atlantic salmon (Salmo salar),2,N,N,N,N,N,N,n/a,n/a,n/a,No population level disease,n/a
23-08-2017,7713,Marine Harvest Canada,Cougar,52.71993,-128.57432,Central Coast,Atlantic salmon (Salmo salar),7,N,N,N,N,N,N,n/a,n/a,n/a,No population level disease,n/a
28-08-2017,526,Cermaq Canada,Rant Point,49.2567,-125.84153,Clayoquot Sound,Atlantic salmon (Salmo salar),5,N,N,N,N,N,N,n/a,n/a,Intralesional pigmented fungi (1),"Open. Elevated mortality likely due to harmful algal bloom, but confirmatory plankton ID lacking",n/a
29-08-2017,1507,Cermaq Canada,Millar Channel,49.37622,-126.09003,Clayoquot Sound,Atlantic salmon (Salmo salar),10,N,N,N,N,N,Y,n/a,n/a,Piscirickettsia-like organism (1),No population level disease,n/a
29-08-2017,234,Cermaq Canada,Dixon Bay,49.40478,-126.15072,Clayoquot Sound,Atlantic salmon (Salmo salar),6,N,N,N,N,N,N,N,n/a,n/a,No population level disease,n/a
30-08-2017,227,Cermaq Canada,Bawden,49.30798,-126.00721,Clayoquot Sound,Atlantic salmon (Salmo salar),8,N,N,N,N,N,N,n/a,n/a,Intralesional pigmented fungi (3),Elevated mortality - environmental factors,Pigmented fungal infection (3)
30-08-2017,314,Cermaq Canada,Ross Pass,49.32437,-126.04849,Clayoquot Sound,Atlantic salmon (Salmo salar),6,N,N,N,N,N,N,N,n/a,n/a,No population level disease,n/a
31-08-2017,776,Creative Salmon Company,Baxter Islets,49.13299,-125.78289,Clayoquot Sound,Chinook salmon (Oncorhynchus tshawytcha),6,N,N,N,N,N,N,n/a,n/a,Renal carcinoma (1); Nephrocalcinosis (2),Nephrocalcinosis,n/a
31-08-2017,233,Creative Salmon Company,Indian Bay,49.11916,-125.72549,Clayoquot Sound,Chinook salmon (Oncorhynchus tshawytcha),5,N,N,N,N,N,N,n/a,n/a,n/a,No population level disease,n/a
13-09-2017,211,Marine Harvest Canada,Okisollo,50.30946,-125.31618,Discovery Islands,Atlantic salmon (Salmo salar),10,N,N,N,N,N,N,n/a,Aeromonas salmonicida (4),Ulcerative dermatitis (1); Furunculosis-like lesions (3),Atypical furunculosis,n/a
14-09-2017,1581,Marine Harvest Canada,Hardwicke,50.41339,-125.76974,Discovery Islands,Atlantic salmon (Salmo salar),8,N,N,N,N,N,N,n/a,n/a,n/a,Elevated mortality - environmental factors,Gill damage (6)
14-09-2017,1300,Marine Harvest Canada,Althorpe,50.47531,-125.80975,Discovery Islands,Atlantic salmon (Salmo salar),6,N,N,N,N,N,Y,n/a,n/a,Branchial filamentous bacteria (1),Open. Elevated mortality without identified cause,n/a
15-09-2017,216,Yellow Island Aquaculture,Yellow Island,50.13274,-125.33268,Discovery Islands,Chinook salmon (Oncorhynchus tshawytcha),8,N,N,N,N,N,Y,n/a,Vibrio aestuarianus (2),Renibacterium-like bacteria (3),Bacterial Kidney Disease,n/a
11-10-2017,1618,Marine Harvest Canada,Humphrey Rock,50.69682,-126.25532,Broughton Archipelago,Atlantic salmon (Salmo salar),8,N,N,N,N,N,N,n/a,Aeromonas salmonicida (2); Vibrio tapetis (1),Ulcerative dermatitis (2); Furunculosis-like lesions (2),Furunculosis,n/a
11-10-2017,1586,Marine Harvest Canada,Doctor Islets,50.65373,-126.28925,Broughton Archipelago,Atlantic salmon (Salmo salar),8,N,N,N,N,N,N,n/a,n/a,Renibacterium-like bacteria (3),Proliferative Gill Disease,n/a
12-10-2017,1144,Cermaq Canada,Burdwood,50.7969,-126.49581,Broughton Archipelago,Atlantic salmon (Salmo salar),8,N,N,N,N,N,N,n/a,Moritella sp. (1),n/a,Elevated mortality - environmental factors,n/a
12-10-2017,869,Cermaq Canada,Maude Island,50.85271,-126.75743,Broughton Archipelago,Atlantic salmon (Salmo salar),5,N,N,N,N,N,N,n/a,n/a,n/a,No population level disease,n/a
13-10-2017,1350,Marine Harvest Canada,Shelter Bay,50.96555,-127.45345,Port Hardy,Atlantic salmon (Salmo salar),10,N,N,N,N,N,N,n/a,n/a,Ulcerative stomatitis (4),Mouth rot,n/a
17-10-2017,821,Marine Harvest Canada,Glacier Falls,50.84785,-126.31921,Broughton Archipelago,Atlantic salmon (Salmo salar),10,N,N,N,N,N,N,n/a,Aliivibrio sifiae (2),n/a,No population level disease,n/a
17-10-2017,1839,Grieg Seafood BC,Wa-kwa,50.60106,-126.34741,Broughton Archipelago,Atlantic salmon (Salmo salar),8,N,N,N,N,N,N,n/a,Vibrio sp. (1); Photobacterium sp. (1),n/a,Open. Elevated mortality without identified cause,n/a
18-10-2017,1237,Marine Harvest Canada,Monday Rocks,50.485621,-127.8761792,Quatsino Sound,Atlantic salmon (Salmo salar),10,N,N,N,N,N,Y,n/a,Aeromonas salmonicida (1); Photobacterium sp.(1); Vibrio sp. (1),Furunculosis-like lesions (1); Piscirickettsia-like organism (2),Elevated mortality - environmental factors,Gill damage (2)
25-10-2017,1895,Marine Harvest Canada,Sheep Passage,52.79609,-128.31093,Central Coast,Atlantic salmon (Salmo salar),4,N,N,N,N,N,N,n/a,Pseudoaltermonas sp. (1); Carnobacterium sp. (1),n/a,No population level disease,n/a
25-10-2017,7714,Marine Harvest Canada,Alexander,52.67648,-128.57494,Central Coast,Atlantic salmon (Salmo salar),2,N,N,N,N,N,N,n/a,n/a,n/a,No population level disease,n/a
26-10-2017,7053,Marine Harvest Canada,Ghi ya,50.90078,-127.93638,Port Hardy,Atlantic salmon (Salmo salar),8,N,N,N,N,N,Y,n/a,Aliivibrio wodanis (1),Ulcerative dermatitis (1),No population level disease,n/a
26-10-2017,7054,Marine Harvest Canada,Wanx talis,50.89322,-127.89568,Port Hardy,Atlantic salmon (Salmo salar),6,N,N,N,N,N,N,n/a,Aliivibrio sp. (1); Vibrio sp. (1),Ulcerative dermatitis (1),Elevated mortality - mechanical trauma,n/a
31-10-2017,1401,Cermaq Canada,Brent Island,50.28613,-125.34917,Discovery Islands,Atlantic salmon (Salmo salar),2,N,N,N,N,N,N,n/a,n/a,Presporogonic myxosporea (brain) infection (1),No population level disease,n/a
31-10-2017,306,Cermaq Canada,Venture Point,50.30241,-125.33778,Discovery Islands,Atlantic salmon (Salmo salar),6,N,N,N,N,N,N,N,n/a,n/a,No population level disease,n/a
02-11-2017,1581,Marine Harvest Canada,Hardwicke,50.41339,-125.76974,Discovery Islands,Atlantic salmon (Salmo salar),8,N,N,N,N,N,N,n/a,n/a,Renibacterium-like bacteria (1),No population level disease,n/a
02-11-2017,1300,Marine Harvest Canada,Althorpe,50.47531,-125.80975,Discovery Islands,Atlantic salmon (Salmo salar),7,N,N,N,N,N,N,n/a,n/a,Renibacterium-like bacteria (2),Open. Elevated mortality without identified cause,n/a
09-11-2017,1700,Grieg Seafood BC,Muchalat South,49.64012,-126.32735,Nootka Sound,Atlantic salmon (Salmo salar),8,N,N,N,N,N,N,N,Aeromonas salmonicida (1),Furunculosis-like lesions (1),Elevated mortality - environmental factors,Gill damage (4)
09-11-2017,1762,Grieg Seafood BC,Gore,49.6466,-126.43167,Nootka Sound,Atlantic salmon (Salmo salar),9,N,N,N,N,N,N,n/a,Aeromonas salmonicida (1),Furunculosis-like lesions (1),Elevated mortality - environmental factors,Gill damage (5)
09-11-2017,1738,Grieg Seafood BC,Atrevida,49.65603,-126.45404,Nootka Sound,Atlantic salmon (Salmo salar),8,N,N,N,N,N,N,n/a,Aeromonas salmonicida (3),Furunculosis-like lesions (2),No population level disease,Gill damage (7)
10-11-2017,1849,Grieg Seafood BC,Muchalat North,49.64394,-126.33953,Nootka Sound,Atlantic salmon (Salmo salar),8,N,N,N,N,N,N,n/a,Vibrio sp. (1),Furunculosis-like lesions (1),Elevated mortality - environmental factors,Gill damage (6)
16-11-2017,1698,Grieg Seafood BC,Ahlstrom,49.7793,-124.15395,Sunshine Coast,Atlantic salmon (Salmo salar),6,N,N,N,N,N,Y,n/a,n/a,Piscirickettsia-like organism (1),No population level disease,n/a
16-11-2017,332,Grieg Seafood BC,Salten,49.61535,-123.83407,Sunshine Coast,Atlantic salmon (Salmo salar),8,N,N,N,N,N,Y,N,n/a,Piscirickettsia-like organisms (2); Dilated cardiomyopathy with cardiomyocyte atrophy and loss (1),No population level disease,Meningitis / Encephalitis (3)
21-11-2017,543,Cermaq Canada,Mussel Rock,49.25925,-125.86762,Clayoquot Sound,Atlantic salmon (Salmo salar),1,N,N,N,N,N,N,n/a,Pseudomonas sp. (1),n/a,No population level disease,n/a
21-11-2017,527,Cermaq Canada,Saranac Island,49.24803,-125.90671,Clayoquot Sound,Atlantic salmon (Salmo salar),3,N,N,N,N,N,Y,n/a,n/a,n/a,No population level disease,n/a
22-11-2017,1507,Cermaq Canada,Millar Channel,49.37622,-126.09003,Clayoquot Sound,Atlantic salmon (Salmo salar),8,N,N,N,N,N,Y,n/a,Aeromonas salmonicida (1),Furunculosis-like lesions (1); Presporogonic myxosporea (brain) infection (1),No population level disease,n/a
22-11-2017,314,Cermaq Canada,Ross Pass,49.32437,-126.04849,Clayoquot Sound,Atlantic salmon (Salmo salar),6,N,N,N,N,N,Y,n/a,Vibrio tapetis (1),Piscirickettsia-like organism (1),No population level disease,n/a
22-11-2017,520,Cermaq Canada,Bedwell,49.26548,-125.81247,Clayoquot Sound,Atlantic salmon (Salmo salar),8,N,N,N,N,N,N,n/a,n/a,Ulcerative stomatitis (2),Mouth rot,n/a
23-11-2017,1899,Creative Salmon Company,Warne Island,49.12815,-125.74923,Clayoquot Sound,Chinook salmon (Oncorhynchus tshawytcha),10,N,N,N,N,N,Y,n/a,n/a,Piscirickettsia-like organism (2); Loma salmonae (3),No population level disease,n/a
23-11-2017,1596,Creative Salmon Company,Dawley Pass,49.16641,-125.7686,Clayoquot Sound,Chinook salmon (Oncorhynchus tshawytcha),5,N,N,N,N,N,N,n/a,n/a,n/a,No population level disease,n/a
06-12-2017,456,Saltstream Engineering,Doctor Bay,50.2521,-124.81957,Discovery Islands,Chinook salmon (Oncorhynchus tshawytcha),0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,No sampling able to be performed,n/a
18-01-2018,1237,Marine Harvest Canada,Monday Rocks,50.485621,-127.8761792,Quatsino Sound,Atlantic salmon (Salmo salar),8,N,N,N,N,N,N,n/a,Moritella sp. (1),n/a,No population level disease,n/a
24-01-2018,1691,Marine Harvest Canada,Kid Bay,52.80048,-128.40111,Central Coast,Atlantic salmon (Salmo salar),10,N,N,N,N,N,N,n/a,Moritella sp. (1),Ulcerative stomatitis (3),Mouth rot,n/a
24-01-2018,467,Marine Harvest Canada,Midsummer,50.65784,-126.66298,Broughton Archipelago,Atlantic salmon (Salmo salar),3,N,N,N,N,N,N,n/a,n/a,n/a,No population level disease,Skin ulceration
24-01-2018,1702,Marine Harvest Canada,Goat Cove,52.78726,-128.4199,Central Coast,Atlantic salmon (Salmo salar),6,N,N,N,N,N,N,n/a,Moritella sp. (1),Meningitis/encephalitis with intralesional bacilli (1),No population level disease,Winter ulcer (1)
25-01-2018,143,Marine Harvest Canada,Larsen Island,50.60175,-126.63284,Broughton Archipelago,Atlantic salmon (Salmo salar),5,N,N,N,N,N,N,n/a,n/a,n/a,No population level disease,n/a
25-01-2018,141,Marine Harvest Canada,Port Elizabeth,50.67099,-126.47653,Broughton Archipelago,Atlantic salmon (Salmo salar),10,N,N,N,N,N,N,n/a,n/a,Ulcerative dermatitis (5) ,Skin ulceration,n/a
25-01-2018,1059,Marine Harvest Canada,Sargeaunt Pass,50.67346,-126.18595,Broughton Archipelago,Atlantic salmon (Salmo salar),8,N,N,N,N,N,N,n/a,Moritella sp. (1),Ulcerative dermatitis (3); Ulcerative dermatitis with intralesional bacilli (1),Winter ulcer,n/a
26-01-2018,7053,Marine Harvest Canada,Ghi ya,50.90078,-127.93638,Port Hardy,Atlantic salmon (Salmo salar),8,N,N,N,N,N,Y,n/a,n/a,Ulcerative dermatitis (1); Ulcerative stomatitis (1),No population level disease,Gill damage (4)
26-01-2018,7054,Marine Harvest Canada,Wanx talis,50.89322,-127.89568,Port Hardy,Atlantic salmon (Salmo salar),7,N,N,N,N,N,N,n/a,n/a,n/a,No population level disease,n/a
30-01-2018,892,Marine Harvest Canada,Bell Island,50.83242,-127.52057,Port Hardy,Atlantic salmon (Salmo salar),8,N,N,N,N,N,N,n/a,n/a,Ulcerative stomatitis (2),No population level disease,n/a
07-02-2018,304,Cermaq Canada,Raza Island,50.32159,-125.00882,Discovery Islands,Atlantic salmon (Salmo salar),8,N,N,N,N,N,N,n/a,n/a,Ulcerative stomatitis (3),Mouth rot,n/a
08-02-2018,1401,Cermaq Canada,Brent Island,50.28613,-125.34917,Discovery Islands,Atlantic salmon (Salmo salar),3,N,N,N,N,N,N,n/a,n/a,Meningitis/encephalitis with intralesional Sphaerotheca destruens-like organism (1),No population level disease,n/a
08-02-2018,306,Cermaq Canada,Venture Point,50.30241,-125.33778,Discovery Islands,Atlantic salmon (Salmo salar),10,N,N,N,N,N,N,n/a,Moritella sp. (1),n/a,No population level disease,n/a
13-02-2018,1862,Grieg Seafood BC,Hecate,49.86799,-126.7573,Esperanza Inlet,Atlantic salmon (Salmo salar),10,N,N,N,N,N,N,n/a,n/a,Ulcerative stomatitis (4),Mouth rot,n/a
14-02-2018,1738,Grieg Seafood BC,Atrevida,49.65603,-126.45404,Nootka Sound,Atlantic salmon (Salmo salar),8,N,N,N,N,N,N,N,Aeromonas salmonicida (2),Furunculosis-like lesions (3); Renibacterium-like bacteria (1); idiopathic cardiopathy (1),No population level disease,Gill damage (4)
14-02-2018,1762,Grieg Seafood BC,Gore,49.6466,-126.43167,Nootka Sound,Atlantic salmon (Salmo salar),8,N,N,N,N,N,N,N,n/a, Idiopathic cardiopathy (1),No population level disease,n/a
15-02-2018,1849,Grieg Seafood BC,Muchalat North,49.64394,-126.33953,Nootka Sound,Atlantic salmon (Salmo salar),5,N,N,N,N,N,N,n/a,Aeromonas salmonicida (2),Furunculosis-like lesions (2) ,No population level disease,n/a
15-02-2018,1700,Grieg Seafood BC,Muchalat South,49.64012,-126.32735,Nootka Sound,Atlantic salmon (Salmo salar),9,N,N,N,N,N,N,n/a,Aeromonas salmonicida (4),Furunculosis-like lesions (5),No population level disease,n/a
22-02-2018,1697,Grieg Seafood BC,Culloden,49.79595,-124.10162,Sunshine Coast,Atlantic salmon (Salmo salar),8,N,N,N,N,N,N,N,n/a, Piscirickettsia-like organism (1); Idiopathic cardiopathy (1),No population level disease,Skin ulceration
